song_id,platform_id,released_year,language,number_of_comments
894,V64216,1989,eng,2610
895,U7815,2005,eng,7729
896,P80660,2003,eng,11369
897,W112537,1973,eng,2773
898,X43758,1988,eng,1921
899,U53835,1920,eng,5051
900,U61535,1976,eng,2460
901,U4965,2001,eng,8124
902,X32508,1992,eng,3068
903,W667,1938,eng,7096
904,Q10140661,2011,eng,7192
905,S8073,1978,eng,1782
906,P6643090,2010,eng,11386
907,S5598113,2009,eng,3560
908,Y10909,2006,eng,5101
909,P9067850,2011,eng,4900
910,T51964,2005,eng,6878
911,R32692,1992,eng,2445
912,W6427,1996,eng,4045
913,W327847,1931,,1009
914,Q21611,1974,eng,4340
915,U10585,1994,spa,2296
916,S7603,2003,eng,6576
917,S944073,2006,eng,5521
918,U114955,2002,eng,2434
919,T7354,1993,eng,4044
920,X22318578,2011,eng,17320
921,R18460392,2015,eng,21192
922,T231604,1997,eng,3098
923,U17402605,2007,eng,7165
924,S10964693,2011,eng,10634
925,W16527,1998,eng,3142
926,W22609317,2015,eng,9278
927,P270730,2004,eng,7239
928,R17675462,2012,eng,20296
929,T547094,1954,eng,4383
930,Y1736739,2008,eng,14175
931,X20588698,2014,eng,7732
932,U76865,2001,eng,3100
933,T6137154,2009,en-US,9159
934,V17716,1952,eng,3767
935,U43035,1906,eng,3017
936,X4978,2003,eng,2874
937,V18116,2000,eng,4499
938,R16081272,2012,en-US,10763
939,Y15776309,2013,eng,10243
940,V18693716,2014,eng,9884
941,Y11899,1998,en-US,4109
942,X15858248,2012,eng,11854
943,V4136,1997,eng,4509
944,T10584,1996,eng,1787
945,P9369720,2011,eng,5464
946,P13089710,2012,eng,8219
947,W11500217,2011,en-US,13789
948,P187020,2001,eng,3722
949,U13895,1993,en-US,1864
950,T20820994,2014,eng,16701
951,S22283,1999,en-US,3078
952,P9420,2007,eng,2434
953,Q5091,2004,en-US,3945
954,P6202690,2009,en-US,417
955,X9418,2001,en-US,2785
956,T5544,1984,en-US,3500
957,S6654313,2010,en-US,8784
958,Y3579,1908,,1438
959,X7588,1916,eng,3934
960,Y1166599,2009,eng,2582
961,Y19089,1871,eng,5292
962,T13496084,2012,eng,8186
963,P5350,1997,,1896
964,P30,1973,eng,1565
965,U13517535,2009,eng,8939
966,Y425029,1986,,1114
967,W11597,1989,eng,1357
968,S7968243,2006,eng,4534
969,Q1911,2005,en-US,3277
970,V17182126,2013,eng,10160
971,P766020,1995,en-US,1764
972,Y32829,1864,eng,3483
973,T6398634,2009,eng,10295
974,S216363,1962,eng,7689
975,R105992,1974,en-GB,2510
977,U15645,1320,,3576
978,P11559200,2012,eng,11911
979,S18816603,2014,eng,11792
980,Q71811,2006,eng,6493
981,S872333,2006,en-US,4679
982,T40024,1994,eng,4026
983,U25489625,2015,eng,13113
984,W15997,1667,eng,2645
985,W6463967,2009,en-US,5659
986,T11564,1999,,3281
987,R8621462,2011,eng,24522
988,P8253920,2010,en-US,2356
989,P540020,1971,eng,1439
990,Y6732019,2010,eng,2938
991,R8909152,2011,eng,16114
992,U3090465,2005,,3641
993,X12875258,2012,eng,11579
994,U32085,1972,eng,2770
995,P11408650,2011,eng,14154
996,T6854,1997,en-US,2912
997,V136116,1905,eng,5087
998,V44186,1971,eng,2504
999,Q37741,1972,eng,2081
1000,W10194157,2012,eng,17829
1001,X15797938,2009,eng,14162
1002,T14290364,2013,eng,12759
1003,V61666,1985,eng,2126
1004,V9961796,2011,en-US,13224
1005,Q3711,1999,en-US,5347
1006,P11887020,2012,eng,6851
1007,R35982,2004,en-GB,6051
1008,Q8659601,2011,eng,5790
1009,S15815333,2013,eng,9534
1010,P43070,1988,en-US,598
1011,Q1379961,2008,eng,9936
1012,W13508607,2012,,11877
1013,S411053,1953,,485
1014,X8698,1984,eng,2020
1015,Q16631,1927,eng,2993
1016,S32263,2001,en-GB,3212
1017,S17572903,2012,eng,7820
1018,W68487,1996,eng,2699
1019,Y414999,1953,en-US,3759
1020,P37190,2004,en-US,8372
1021,P25460,2007,en-US,10149
1022,P20613470,2014,eng,16235
1023,Q35231,1994,eng,1796
1024,Q6218281,2009,eng,13444
1025,T7214,2003,en-US,3546
1026,U10965,2005,eng,4053
1027,Y18705209,2014,eng,12234
1028,X26247008,2016,eng,11983
1029,W15704307,2012,eng,8697
1030,R10996342,2011,eng,9610
1031,Q4631,1964,eng,6350
1032,R44652,2006,eng,8486
1033,R438492,2000,eng,3625
1034,V91476,2001,eng,3975
1035,T10884,2007,eng,2489
1036,Q15842441,2011,eng,4350
1037,Q5351,1998,eng,1912
1038,Y310459,1976,eng,3811
1039,Y5899779,2009,eng,12184
1040,W15790837,2013,eng,7959
1041,U12505,1868,eng,3312
1042,U365,1987,en-US,2408
1043,U1809465,2008,en-US,5808
1044,W22716447,2015,eng,7736
1045,X18126198,2014,eng,9213
1046,R23453112,2015,eng,10334
1047,W11594337,2012,eng,9991
1048,Y108229,1997,en-US,1416
1049,W68427,2005,eng,6438
1050,U2118745,2008,eng,12462
1051,R33512,1998,eng,7065
1052,U3720975,2009,eng,7443
1053,S5093,2004,eng,2508
1054,W13125947,2012,,10280
1055,V14836,1981,eng,4917
1056,Q535441,2004,eng,3545
1057,X5348,1999,,2264
1058,Q16331,1930,eng,2199
1059,Q227651,1998,eng,5148
1060,U315425,2007,en-US,7003
1061,R703292,1958,en-US,4782
1062,P22918050,2015,eng,14043
1063,Y9419,2002,eng,2306
1064,P5890,1859,eng,5668
1065,R25735012,2015,eng,10254
1066,X5821978,2009,en-US,8448
1067,R6422,1998,en-US,2527
1068,Y29209,1996,en-US,4174
1069,T6402364,2009,en-US,3949
1070,P112750,2006,eng,8554
1071,T234184,1995,en-US,1519
1072,Q7114761,2010,en-US,4176
1073,W5797,1847,eng,2598
1074,R4982,1959,en-GB,3241
1075,U10625,1992,fre,1718
1076,W25781157,2016,eng,10214
1077,V21326,2001,eng,2845
1078,S1633,2001,en-GB,3586
1079,S13103,1993,en-US,3229
1080,R12294652,2012,eng,8327
1081,S12959233,2012,eng,6821
1082,Y19288239,2013,eng,8264
1083,P82970,1999,eng,3856
1084,V59716,1927,eng,4775
1085,V105576,2004,en-GB,1786
1086,Q30281,1993,eng,4842
1087,W19057,2002,en-US,11483
1088,S31463,1874,eng,4277
1089,W34507,1987,eng,2624
1090,P24800,2000,eng,8113
1091,Y85379,1993,nl,690
1092,Q17288661,2013,eng,8733
1093,P8652190,2011,en-US,3014
1094,P17150,1918,eng,5860
1095,S213753,2006,eng,8461
1096,V706,2004,eng,1378
1097,U89375,2004,,3056
1098,X17407748,2012,eng,8692
1099,T57854,-300,eng,3165
1100,S78983,1979,en-US,2779
1101,Q1609451,2008,en-US,5881
1102,P32370,2003,eng,3148
1103,X80568,2001,,2238
1104,Q25644601,2015,en-GB,10218
1105,V106,1969,eng,2283
1106,W17267,1945,en-US,3847
1107,V80536,2004,,2425
1108,V46306,1835,eng,544
1109,Y6466909,2009,en-US,191
1110,W24445517,2014,eng,14224
1111,Q31101,1999,eng,877
1112,R77392,1915,eng,2357
1113,S51893,1883,eng,2185
1114,X156538,1854,eng,5470
1115,Q11330361,2011,en-US,6978
1116,U7913305,2010,eng,4023
1117,P8650,1995,eng,2426
1118,S9593913,2013,eng,12202
1119,P13890,1996,eng,1517
1120,X21348,-560,eng,1441
1121,U394535,1985,eng,7307
1122,W12751687,2012,eng,7499
1123,P13440,1985,eng,1251
1124,V22206,2002,,2586
1125,Q6969361,2009,eng,2421
1126,U263145,2005,eng,1192
1127,X91478,2002,eng,3137
1128,U61975,1968,eng,2385
1129,P1081560,2007,eng,46
1130,Q17788401,2014,eng,15257
1131,Q47401,1998,eng,3437
1132,Q293101,1977,eng,1567
1133,S11713,1992,,3308
1134,P13639050,2012,eng,3449
1135,R11012,1914,eng,4078
1136,S5941033,2009,en-US,8255
1137,U227865,2003,eng,1900
1138,S43933,2001,eng,3738
1139,P17660,1987,eng,1854
1140,S5287473,2010,eng,7766
1141,X13099738,2010,en-US,3270
1142,V816,1999,eng,4342
1143,T16102004,2013,eng,7381
1144,Y14249,2000,en-US,5233
1145,T5204,1996,eng,2557
1146,P102920,1993,en-US,1659
1147,X7842288,2010,en-US,6614
1148,Q12391521,2011,eng,5455
1149,U14865,2005,en-US,3872
1150,Y15159,1995,eng,1344
1151,X6858,2000,eng,2085
1152,X13624688,2012,eng,8697
1153,V33456,2006,en-US,5640
1154,Q1301,2003,en-US,4030
1155,S334123,2003,en-US,4093
1156,X611298,2007,en-US,3328
1157,R763362,1981,en-US,1176
1158,W42697,1958,eng,1442
1159,S77163,1994,en-GB,1790
1160,R2052,1939,eng,3884
1161,Y4799,1945,eng,3926
1162,Q11230081,2011,en-US,5874
1163,Y65119,2000,en-US,2962
1164,S11250053,2012,eng,11419
1165,P17314430,2013,eng,7550
1166,Q3293821,2009,eng,4142
1167,V6656,1308,eng,2745
1168,W48757,1982,eng,3027
1169,P13047090,2012,eng,9018
1170,P13104080,2013,eng,11511
1171,X28078,2003,en-US,2952
1172,T114954,2005,eng,1592
1173,P25074850,2015,eng,9763
1174,Y26893819,2016,eng,11573
1175,T179064,2003,en-US,8818
1176,Q21671,2001,en-US,2836
1177,W7619057,2010,,9979
1178,V62446,1881,eng,1565
1179,P16690,1966,eng,2783
1180,U6642715,2010,eng,10114
1181,S6423,1999,eng,2225
1182,V13596166,2013,eng,9627
1183,P13154150,2010,eng,1630
1184,T46164,1933,en-US,3615
1185,T306654,1984,,3440
1186,W92517,1945,eng,1835
1187,W13586707,2011,eng,10235
1188,S368593,2007,eng,4101
1189,W43877,1996,eng,3517
1190,U10054335,2011,eng,9257
1191,Y61179,1970,eng,2540
1192,R7824322,2011,eng,15153
1193,S439173,1996,en-US,3165
1194,S6578293,2009,en-US,4248
1195,V13602426,2012,eng,8100
1196,P18130,1973,eng,2139
1197,X13615258,2012,eng,4769
1198,X22822858,2015,eng,15267
1199,T156534,2003,eng,2434
1200,Q10803121,2011,eng,5303
1201,V7981206,2011,eng,6231
1202,R60792,1985,eng,1752
1203,P12000020,2012,,19200
1204,T17184,1897,eng,3699
1205,T10374,1985,eng,4406
1206,X1428,1994,eng,3055
1207,Q62111,1812,eng,1785
1208,V133266,1990,en-GB,1039
1209,R13486122,2012,eng,3917
1210,P77390,1909,en-US,3004
1211,T824204,1930,en-US,1033
1212,P16176440,2013,eng,9664
1213,P31360,1996,eng,2021
1214,X338798,1922,eng,5077
1215,S816953,1998,eng,3553
1216,S3273,2003,en-US,7740
1217,Q11901,1990,eng,2997
1218,Y17309,1986,eng,1576
1219,Q16113791,2012,eng,6230
1220,X24612118,2015,eng,10342
1221,U22695,1998,,3424
1222,Y138959,1945,en-US,2012
1223,T46654,1953,eng,1087
1224,Q771,1999,en-US,1563
1225,S131123,2000,eng,2680
1226,T6424,2001,en-US,1833
1227,U5391115,2009,eng,3118
1228,Y91479,2003,eng,2503
1229,V786256,1993,en-US,1148
1230,U902715,2007,eng,2589
1231,U898885,2007,en-US,8842
1232,U6425,2002,en-US,1871
1233,W150037,2001,eng,1935
1234,P67920,1973,en-US,1271
1235,P55030,1980,eng,1833
1236,X22288,2005,eng,3775
1237,U37095,1987,eng,2028
1238,R4952,2006,eng,6741
1239,X23878,1981,eng,3996
1240,T1848444,1891,,538
1241,P10587120,2011,eng,5847
1242,P17262100,2013,eng,7249
1243,P60400,2004,eng,5991
1244,X5152478,2009,eng,7981
1245,T5354,2000,,1511
1246,R45112,1997,eng,2846
1247,V228296,1967,eng,2256
1248,Y59219,1984,en-US,2350
1249,T140974,1998,eng,1334
1250,R412732,1958,en-US,2346
1251,V6468666,2010,en-GB,3418
1252,R11869272,2012,en-US,9324
1253,P152380,1934,en-US,3295
1254,W887877,2007,eng,3979
1255,S139253,1984,eng,6923
1256,T1971304,2008,en-GB,8465
1257,P1421990,2007,eng,6298
1258,V31456,1980,eng,2733
1259,S334643,2003,en-US,1798
1260,P7510,2002,eng,1628
1261,Q10611,1987,eng,3048
1262,R112,1976,eng,1374
1263,Q8855321,2011,eng,6831
1264,V18006496,2015,eng,14430
1265,W15197,1991,eng,2392
1266,X310258,1962,eng,2282
1267,Q40331,2003,eng,1786
1268,W12987977,2012,en-US,4986
1269,S16213,1994,eng,3904
1270,W9557,1999,eng,4207
1271,S17465453,2012,eng,9304
1272,P8600,2003,en-US,4230
1273,T30264,2004,en-US,4184
1274,P196970,1986,en-US,1509
1275,Y2832909,2009,eng,5051
1276,T7488244,2011,en-US,7458
1277,V73186,1988,,1377
1278,X13888,2005,en-US,1410
1279,S13083,2002,eng,3953
1280,T12914,-17,eng,1804
1281,Y13503109,2012,eng,6656
1282,S17803,2004,eng,5322
1283,U227265,1992,en-US,4332
1284,X6584188,2010,en-US,4129
1285,T10194514,2012,eng,7483
1286,P111450,2001,eng,3502
1287,R147732,1977,eng,1048
1288,T9014,1979,eng,3980
1289,W172327,2001,eng,2322
1290,P12930,2004,eng,6721
1291,X42898,2007,eng,3930
1292,S5413,2005,eng,482
1293,Y83369,2007,en-US,8420
1294,Y43369,2007,eng,3989
1295,V17029526,2013,eng,5912
1296,P15860,2004,eng,2686
1297,V10798416,2012,eng,9595
1298,S59263,2004,en-US,1656
1299,V9566,1980,eng,2462
1300,U49465,2004,en-US,5570
1301,P1110,2005,eng,2266
1302,X8235178,2011,eng,9649
1303,R347852,1978,en-US,1689
1304,S99383,2004,eng,2307
1305,Y297249,1942,en-US,2391
1306,Q16171291,2013,eng,7882
1307,R10600242,2011,eng,7362
1308,U17927395,2016,eng,22700
1309,S9439303,2010,en-GB,4137
1310,Q85301,2008,eng,6978
1311,Q5191,1998,eng,3878
1312,R11762,1985,eng,3908
1313,Y42389,1992,eng,2067
1314,S22463,1859,eng,1729
1315,Y25179,2003,eng,5024
1316,V2731276,2008,eng,12981
1317,Q5171,2000,eng,2178
1318,T51504,1971,en-US,2766
1319,Q469571,1992,eng,4810
1320,V3586,1914,,328
1321,X1237398,1997,eng,776
1322,W29127,1968,eng,3358
1323,S769483,2005,eng,4392
1324,P781110,2000,en-US,4773
1325,S1914973,2008,eng,6945
1326,P22551730,2015,eng,8719
1327,P77270,1894,eng,2330
1328,T18144124,2013,eng,7187
1329,U6295,1956,eng,1255
1330,X170548,1997,eng,1260
1331,R11192642,2011,eng,3235
1332,P360,1992,en-US,1788
1333,S10883,2003,eng,1386
1334,R8366402,2011,eng,9640
1335,P60510,2005,eng,9467
1336,W304027,2007,eng,4273
1337,R64222,2004,eng,2276
1338,U323355,1830,eng,5349
1339,T813214,1980,en-US,1440
1340,S17683,2005,eng,2618
1341,Y18966819,2015,eng,7737
1342,Y47989,2002,eng,1670
1343,V34506,1986,en-US,2395
1344,P6516450,2009,eng,3896
1345,R25574782,2015,eng,8964
1346,V944076,2008,eng,2853
1347,X20926278,2014,en-US,8563
1348,Y7779,1954,eng,1122
1349,Q817791,2006,eng,3368
1350,T47624,2001,en-US,2247
1351,Y13139,2006,en-US,3104
1352,Y6690979,2007,eng,1036
1353,P13206900,2015,eng,17494
1354,W51497,1886,eng,644
1355,T13027304,2012,en-US,421
1356,U3428935,2008,eng,3891
1357,W29797,1678,,2166
1358,X220968,2005,eng,2638
1359,R12893742,2012,eng,4324
1360,S472343,2008,en-US,4435
1361,R1278752,2006,eng,7094
1362,Q13891,2000,en-US,1340
1363,T91474,2006,eng,2077
1364,V17876,1864,eng,1647
1365,P37380,1940,eng,4830
1366,T16131484,2014,eng,10731
1367,U43545,1958,eng,3169
1368,T34484,1992,en-GB,1978
1369,X368468,1999,eng,4032
1370,P38990,2006,eng,6685
1371,V1713426,2007,en-US,3748
1372,P16031620,2012,ara,5771
1373,T125404,1980,eng,1786
1374,U7743175,2012,eng,4883
1375,S12700353,2012,en-US,11471
1376,X7823678,2010,en-US,3395
1377,T147074,2002,,39
1378,Y25019,1998,eng,4547
1379,V13136,2002,eng,2128
1380,U15195,1986,en-GB,4733
1381,S27003,2001,en-US,8521
1382,X43808,1989,en-GB,101
1383,Y15779,1978,eng,1973
1384,P38210,1998,eng,1811
1385,U20819685,2014,eng,8606
1386,W5157,1998,eng,1394
1387,S7726143,2010,en-US,811
1388,V5346,2004,eng,1754
1389,T22284,2003,eng,2196
1390,S11003,2005,en-US,1747
1391,U28195,2005,eng,3572
1392,Y599,2003,en-US,3344
1393,S30933,1945,eng,3430
1394,U91475,2007,en-US,1851
1395,Y18498569,2014,eng,8777
1396,V259836,1984,en-US,1539
1397,V37586,2006,en-US,1569
1398,V493456,2006,en-US,4945
1399,Y144349,2005,en-US,2395
1400,W16054217,2014,eng,7562
1401,P615570,1992,eng,1778
1402,Y407429,1992,eng,1894
1403,Y6587879,2009,en-US,7298
1404,Q10414941,2011,en-CA,3254
1405,W6080337,2009,eng,6394
1406,W6668467,2009,en-GB,8900
1407,V5356,2003,eng,1711
1408,Q711901,2006,eng,6071
1409,P3320520,2008,eng,1295
1410,X16328,1926,eng,5165
1411,R15622,1940,eng,2918
1412,V3754016,2008,en-US,1608
1413,W11594257,2011,en-GB,8426
1414,T3464,2003,en-US,2583
1415,Y10127019,2011,en-US,1854
1416,S8709523,2012,en-US,6026
1417,U426775,2008,eng,2590
1418,X44688,1983,,655
1419,W6344097,2009,eng,276
1420,Q767171,1960,eng,1943
1421,S10073,2005,eng,4553
1422,T106134,1993,eng,1725
1423,Y10619,1995,eng,1714
1424,Y220969,1998,en-US,3367
1425,S10757833,2011,en-US,4353
1426,S10913,1999,,3462
1427,U153025,2007,en-US,6430
1428,P11254250,2010,eng,3340
1429,V3754026,2008,eng,1726
1430,W29547,2005,en-US,1936
1431,V7996,1986,eng,2889
1432,T30474,1848,eng,2910
1433,P28187230,2016,eng,12391
1434,V38296,1826,eng,2021
1435,P228560,1979,eng,2025
1436,W9417,2004,eng,2064
1437,T7747064,2010,eng,5131
1438,P103610,2000,eng,550
1439,V12401556,2012,eng,10726
1440,Q1255781,2009,en-US,4273
1441,T5084,2006,eng,6515
1442,Y21844019,2014,eng,8270
1443,X11827808,2011,eng,2109
1444,Q38501,1982,,2425
1445,P331920,2001,en-US,6209
1446,S6486483,2003,,649
1447,Q29291,1941,,1271
1448,U67035,1995,eng,2531
1449,X28,1995,eng,3323
1450,Y927979,2008,en-US,1975
1451,W6465707,2009,eng,2154
1452,P85990,2005,eng,7803
1453,Q18692431,2015,eng,23712
1454,T7714,1912,en-US,1664
1455,T13438524,2012,eng,8825
1456,W2146957,2008,eng,2862
1457,R363752,1999,eng,2215
1458,X3388,1994,eng,2279
1459,T15924,2004,en-US,3240
1460,T24,2000,eng,4455
1461,S194373,1894,eng,1399
1462,X11529868,2012,eng,8316
1463,W44687,1984,en-US,658
1464,W991197,2003,en-US,5335
1465,Q187181,1967,eng,3495
1466,R321552,1958,eng,1591
1467,W4912857,2008,eng,7130
1468,U147865,2004,en-US,8227
1469,Q774001,1963,eng,831
1470,V16140036,2012,eng,5451
1471,R7723542,2010,en-US,10147
1472,W20560137,2015,eng,14542
1473,R1240662,2008,eng,3753
1474,X15819028,2013,eng,9907
1475,Q16081961,2012,ara,5459
1476,R297792,2003,en-US,1672
1477,R31242,1853,eng,3125
1478,W775597,1938,eng,1130
1479,V29396,2004,eng,3132
1480,Q13831,1983,en-US,3810
1481,R6202342,2009,en-GB,11713
1482,Y22450859,2014,eng,7303
1483,Y5098079,2009,eng,3549
1484,U77565,1990,eng,2265
1485,T21704,1987,en-US,1944
1486,V83346,1871,eng,2131
1487,X1848,1991,en-US,4426
1488,X460548,1961,eng,1307
1489,R7882,1937,,1250
1490,U22453035,2015,eng,6876
1491,U6065215,2009,en-US,5903
1492,T112204,1890,eng,614
1493,P130580,1956,en-US,1646
1494,X773858,2007,eng,4258
1495,P87640,2005,,1061
1496,U147915,2000,eng,1959
1497,S348573,1952,,1403
1498,R11602,1999,eng,1588
1499,W28587957,2016,eng,11839
1500,X11298,1982,eng,3161
1501,Y252499,2003,en-US,2884
1502,P12812550,2012,en-CA,10724
1503,R8682,1984,eng,3099
1504,P144350,2006,en-US,1603
1505,U10576365,2012,eng,11330
1506,W1427,2005,eng,2731
1507,R1134122,1952,eng,838
1508,W23346377,2015,eng,9107
1509,X17728,1905,eng,3489
1510,V2454986,2006,eng,667
1511,Q21535271,2014,eng,7633
1512,R18478222,1853,eng,4918
1513,U7046495,2010,eng,3872
1514,P17780,1999,en-US,4593
1515,W81227,2006,eng,5662
1516,R242472,2007,eng,3368
1517,X13281368,2012,eng,6682
1518,U17125,1962,eng,2915
1519,W827,1995,eng,2821
1520,T164154,1959,eng,3596
1521,X7728,-441,eng,1893
1522,S4954833,2009,eng,8669
1523,P8525590,2011,eng,7886
1524,V27161156,2016,eng,13146
1525,U113435,2003,en-US,1599
1526,P35220,1871,eng,2825
1527,R21413662,2014,eng,5437
1528,Y55399,1999,eng,3720
1529,P816720,2006,eng,3181
1530,V77276,1978,eng,1477
1531,P262430,2003,eng,5376
1532,U8554005,2011,en-US,6241
1533,V31336,1992,en-US,1161
1534,X15158,2005,eng,2255
1535,V33676,2006,en-US,2529
1536,R43892,1996,en-US,958
1537,P16180,2006,eng,3967
1538,X22501028,2015,eng,7715
1539,X30555488,2016,eng,11045
1540,U106085,2007,en-US,2045
1541,R8685612,2011,eng,4580
1542,T16034964,2012,eng,6615
1543,V13573236,2012,,6871
1544,R6192,1999,eng,4573
1545,W776407,1928,en-US,866
1546,P7165300,2010,en-US,3022
1547,V6976,2004,eng,5910
1548,V537296,1970,eng,1010
1549,W324277,2002,en-US,1710
1550,R6574102,2010,en-US,4814
1551,Y29437949,2016,eng,12159
1552,T682804,1974,en-US,4020
1553,T30274,1995,en-US,1373
1554,T59264,2006,eng,1783
1555,Q29981,1896,eng,2767
1556,V13362536,2012,,8330
1557,T6512154,2008,,7088
1558,U6609765,2010,en-US,10058
1559,P12716010,2012,eng,5182
1560,U8564935,2010,eng,6341
1561,P130440,1957,eng,2162
1562,P22609310,2015,en-GB,11682
1563,P15034320,2012,,5356
1564,U7675,1994,,710
1565,U12875355,2012,eng,8645
1566,V5246,1911,eng,4204
1567,U5205,1992,en-GB,1394
1568,S27362503,2016,eng,15878
1569,T143534,1905,eng,1253
1570,R7442,1968,en-US,1529
1571,W7437,1959,en-US,2759
1572,P25100,1991,eng,1407
1573,P5360,2001,eng,3334
1574,S18423,1969,eng,4708
1575,V3213286,2008,eng,7640
1576,W7912007,2010,en-US,5276
1577,V20696006,2014,eng,8698
1578,Y32439,1987,eng,2323
1579,V6472246,2010,en-US,2918
1580,S37793,1879,eng,2701
1581,X12658,1959,en-GB,1287
1582,X48328,1961,eng,5947
1583,S25373,2006,en-US,4348
1584,U18545,1966,eng,1541
1585,X9409458,2011,eng,7536
1586,Y607639,1996,eng,2079
1587,X6617928,2010,eng,7996
1588,Y10407279,2012,eng,6858
1589,Y10579,2002,eng,1715
1590,T91244,1955,,1477
1591,W13667,1972,,1175
1592,W7667,1996,eng,1482
1593,R13812,1982,en-US,1231
1594,W854757,2004,eng,3203
1595,Q318431,1994,eng,2585
1596,Y20707959,2014,eng,7029
1597,R122,1989,eng,4581
1598,Y29999,1930,eng,3576
1599,R8949352,2011,en-US,6334
1600,P220970,1999,eng,2692
1601,Y26329,1995,eng,1546
1602,Q6585201,2010,eng,3289
1603,Q773951,1936,,1216
1604,U270805,2007,en-US,3125
1605,P6440,1819,eng,1780
1606,S86663,2004,en-US,1809
1607,V32506,1996,eng,1912
1608,U7719245,2010,eng,5783
1609,T7351574,2010,en-US,122
1610,Y13127599,2012,eng,7329
1611,Q784911,2006,,3381
1612,Q10305231,2011,,3355
1613,T2195464,2007,eng,6144
1614,X8680278,2011,en-US,5139
1615,Q6480781,2009,eng,4781
1616,R136782,2000,eng,4333
1617,U21745,2002,eng,1787
1618,W95617,1993,en-US,2647
1619,T8726744,2005,eng,335
1620,W14817,1977,eng,2181
1621,V6452796,2008,,3120
1622,X162898,1889,eng,2050
1623,Y106069,1997,eng,1670
1624,U298275,1938,eng,1959
1625,V1846,2001,eng,1581
1626,R5217282,2009,eng,2700
